id,review,class
15564,"The problem I have that drops two stars, the updates don  t fix things; they just add more clutter.",problem discovery
15564,"It now suggests people who might like a pin sent, every.",information seeking
15564,It would be nice to turn that off.,feature request
15564,But the app still needs a lot of work.,feature request
15568,It had everything you need!!,information seeking
15570,e and I create out wedding and wish lists so we know what to get each other for Xmas and bdays.,information giving
15570,Also helping create our bucket list.,information giving
15574,Like how it  s gotten easier for me to navigate through.,information giving
15574,"I just don  t like all the notifications for everything, but other than that, it  s awesome!",feature request
15582,Downloaded a few days ago and haven  t had any issues.,information giving
15588,( you even made me a better cook!),information giving
15605,I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided.,feature request
15605,"Quilts, for instance, should have their own category.",feature request
15607,It  s like a magazine that you get to design yourself.,information giving
15611,Instead of just turning the screen orientation the app closes my whole iPad.,feature request
15615,I would definitely suggest to download it it  s only wonderful thing.,information giving
15627,I have made several projects and recipes from the ideas that have been shared.,information giving
15641,I  m planning my wedding and getting ideas from Pinterest but my mom doesn  t know how to use the app so I like sending her pictures from my phone via text.,information giving
15656,Highly recommend the site and app!,information giving
15656,The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload.,feature request
15664,I get so many ideas for design and recipes and fun stuff and it also just has a lot of great pictures and it  s fun to look around.,information giving
15673,If I could turn that option off on this app and the site it would be nice.,feature request
15698,Please fix it so that it is compatible.,problem discovery
15700,The fact that I can use it on the go &amp; just not at home is awesome!,information giving
15700,Definitely a good app and I  ve never had a problem with it!,information giving
15724,It crashes once in a while; about two times a week.,problem discovery
15727,Please bring that back and keep it!,information giving
15731,Please bring the old version back!,information giving
15738,I  ve said more than once that Every woman should have a Pinterest account!,information giving
15743,I defiantly recommend downloading this app!,information giving
15747,"I had to Google it to discover that you have to tap the camera button, then the little image icon.",information giving
15754,"I was confused of how to use it at first, but now that I  ve figured it out its terribly addicting.",information giving
15757,The old app was constantly crashing and shutting my ipad completely off.,problem discovery
15761,Please bring back the A   Z tabs when looking for categorized pin boards.,feature request
15770,I could spend hours on it and yet I still don  t know quite how to use it.,information seeking
15776,This app is amazing and always provides me with new ideas for everything!!,information giving
15781,"Previously, the app would crash my iPad and, though it still does this, it  s far and few between crashes.",problem discovery
15791,Tried trouble shooting and they said sorry that  s just what you have to do sometimes.,information giving
15804,I love Pinterest but it always crashes!,problem discovery
15813,"If you post your own stuff, Pinterest automatically owns it.",information giving
15817,"I love the app in general, but this update has some bugs.",problem discovery
15820,"Used it to plan my daughters wedding, makes me a rock star when I bake or entertain, helped me redo my dining room table and a whole lot more.",information giving
15820,What did I do before Pinterest?,information seeking
15822,What a great way to discover how to enhance your life in all areas!,information giving
15826,Wish the app was available on my Philips smart tv!,information seeking
15832,I love this app but it crashes all the time!!!!!!,problem discovery
15839,"I utilize recipes, DIY projects, travel ideas, and many other options available.",information giving
15839,:)  HIGHLY recommend it!,information giving
15873,"While Pinterest is still a great idea, the fact that the home feed is now more than 50% related pins"" is very annoying.""",feature request
15875,Enjoy using on my iPhone and iPad but it still likes to crash.,problem discovery
15875,When I try to load a video it almost always crashes.,problem discovery
15875,Why limit to 3?,information seeking
15881,I love the new functionalities available in this release.,information giving
15900,"I love all of the updates that they have had on it so far Pinterest has everything that you could possibly think of, and I recommend Pinterest to everyone.",information giving
15907,How did people organize their weddings before Pinterest?,information seeking
15913,Wish there were more secret boards available.,feature request
15917,"I like sharing info and ideas with others, however, the lack of privacy is an issue.",problem discovery
15917,"So, I  d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect.",feature request
15921,How do I go back and submit my email address so I can write comments?,information seeking
15921,I don  t know how to go back to where you tell me to give my email address.,information seeking
15921,Is there a way I can leave messages to other pinners?,information seeking
15922,It  s such a fun place to visit when I need a new idea or different perspective.,information giving
15925,"I love this app, it is my go to when I need some creative direction!",information giving
15928,"\nEveryone can use this app ,",information giving
15944,You seriously just tap the pic and in seconds it  s on one of your perfect boards!!,information giving
15950,I recommend this to anyone looking for inspiration.,information giving
15954,But you should add chatting!,feature request
15968,Wish I could select multiple pins when I need to edit my boards.,feature request
15973,Plus it holds well on my 4G iPod and I haven  t had a single problem with the app in these past couple of months since using it.,information giving
15973,If you love to pin and pin quickly then I  d recommend downloading the app.,information giving
15978,Haven  t had any real issues with it.,information giving
15979,"Pinterest doesn  t need my review to convince anyone of its worth and ease of use, just try it yourself.",information giving
15981,Pinterest is addicting....can  t wait to see how it keeps getting better.,information giving
15995,"Great app live convience of just pushing a button instead of browser hunting ,",information giving
15997,You did an update to fix bugs but seemed to have created new ones.,information giving
16014,I love that I can create my own boards and use Pinterest to organize holiday and party planning.,information giving
16015,I really recommend this app.,information giving
16025,"Watch out because once you start, you might get addicted!",information giving
16025,The only thing I would warn is that you can probably become a bit materialistic.,information giving
16025,So be happy with what you have and just have fun.,information giving
16033,"Prior to the update, it was crashing frequently, shutting down my iPad, then rebooting.",problem discovery
16033,Please bring back this feature.,feature request
16035,"I only wish that you could remove previous pins from a board or move them to a different board, just so you can correct a finger slip or get rid of things that you didn  t end up liking.",feature request
16039,App fails in iPod works great in iPad.,problem discovery
16045,"Nik Nik 888 ,  Just love this app\nIt  s very inspirational when you need a pick me up ,",information giving
16046,"Although more often, Puns don  t always link back to the original post where you can find the recipe or instructions on how to do/make something.",problem discovery
142988,Why do I need to pay all of a sudden?,information seeking
143005,"getting lower and we still pay for it	Please make the picture view adjustable since lage device took roll.",feature request
143008,Why on earth do i never recieve notifications from this app ?,information seeking
143008,"I  ve checked my settings a thousand times , everything is great there , but why dont  i recieve notifications ?",information seeking
143046,"Most necessary app	Its simply pointless purchasing a smartphone that does not support whatsapp.",information giving
143047,"Need to see contacts profile pictures	Need to fix the problem where people can see their contacts pictures",feature request
143061,"I am not able to add any, nor view any which have UTF8 chars in the name.",problem discovery
143083,"Good app but wont let me get wifi please make it on a tablet ,",feature request
143098,status suggestion feature can hav random quotes available means by refreshing it can show a new quote .after all ur app sounds like wassup .but u deserve 5 stars.,information giving
143104,But why not a new design?,feature request
143143,"Zero start Fail to load	Continuously hangs and,I can  t open this app .",problem discovery
143149,Just remove the last seen record.,feature request
143174,"Good application	This is fast and provides data immediately.",information giving
143200,hope the makers will have a look on it too in the coming updates.,information giving
143216,"Really appreciate	What is a very wonderful chattin network.indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network",feature request
143228,"We can use it for many things	It is good but it take many internet",information giving
143231,"Bhknb	Y this application is not working properly on my phone",feature request
143279,"Not fair	As much as I love to use Whatsapp, I am wondering why my version of Whatsapp only has one year limit while my friend has unlimited usage?",information seeking
143280,please increase data limit more than 12 m.b. kuldeep.,feature request
143292,Please  The Profile pic I don  t want To anyone to see it Anyone i don  t know but have my number !,feature request
143293,Why it  s works slowely?,information seeking
143304,"Comm made easy	Updating is the only problem.",problem discovery
143308,"Bug should be fixed	I like this app but Its continuously giving error and stopped crashing please fix this bug.",feature request
143330,"needs to be made free	need to be made free for 5 stars",feature request
143355,"Keeps crashing	Not only did it crash, it also wiped my whole phone.",feature request
143379,"new update is worse	I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts.",feature request
143379,privacy is another issue.,feature request
143391,"Crashing	It crashed 2 times in 10 minutes.",feature request
143400,"Nice app	Good work bt stil needs improvement",information giving
143405,"Very good app	I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz.",information seeking
143450,"Bakwas application	Always not responding problem occurs can  t shows messages.",problem discovery
143476,"Ma fav	I just love it",information giving
143509,But the problem is very slow running to update.,problem discovery
143513,But I  d suggest two important features which are available in many other messengers.,feature request
143513,Why this is available on iOS while it  s not on android.,information seeking
143513,This must be added common.,feature request
